NODE 0 0.16000000000000003 0.19999999999999996 0.6199999999999999
NODE 1 0.33999999999999997 0.19999999999999996 0.62
NODE 2 0.09999999999999998 1.0 0.7
NODE 3 0.39999999999999997 1.0 0.7000000000000001
NODE 4 0.16000000000000003 1.8 0.6199999999999999
NODE 5 0.33999999999999997 1.8 0.62
NODE 6 0.25 0.0 0.5
NODE 7 0.25 0.0 0.5
NODE 8 0.25 0.0 0.5
NODE 9 0.25 0.0 0.5
NODE 10 0.10000000000000006 0.19999999999999996 0.5
NODE 11 0.16000000000000003 0.19999999999999996 0.38000000000000006
NODE 12 0.33999999999999997 0.19999999999999996 0.38
NODE 13 0.3999999999999999 0.19999999999999996 0.5
NODE 14 0.0 1.0 0.5
NODE 15 0.09999999999999998 1.0 0.3
NODE 16 0.39999999999999997 1.0 0.29999999999999993
NODE 17 0.5 1.0 0.5
NODE 18 0.10000000000000006 1.8 0.5
NODE 19 0.16000000000000003 1.8 0.38000000000000006
NODE 20 0.33999999999999997 1.8 0.38
NODE 21 0.3999999999999999 1.8 0.5
NODE 22 0.25 2.0 0.5
DOUBLET 0 6 10 0
DOUBLET 1 6 0 1
DOUBLET 2 6 1 13
DOUBLET 3 10 14 2 0
DOUBLET 4 0 2 3 1
DOUBLET 5 1 3 17 13
DOUBLET 6 14 18 4 2
DOUBLET 7 2 4 5 3
DOUBLET 8 3 5 21 17
DOUBLET 9 18 22 4
DOUBLET 10 4 22 5
DOUBLET 11 5 22 21
DOUBLET 12 6 11 10
DOUBLET 13 6 12 11
DOUBLET 14 6 13 12
DOUBLET 15 10 11 15 14
DOUBLET 16 11 12 16 15
DOUBLET 17 12 13 17 16
DOUBLET 18 14 15 19 18
DOUBLET 19 15 16 20 19
DOUBLET 20 16 17 21 20
DOUBLET 21 18 19 22
DOUBLET 22 19 20 22
DOUBLET 23 20 21 22
PATCH 0 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23
